occurrence,number,number_raw,source_number,audio,source_audio,text,source_text,source_line_start,source_line_end,number_occurrence,number_occurrence_count,effective
17,116,116,116,,,"Por favor, no te lleves las reservas. Necesitamos el agua.","Por favor, no te lleves las reservas. Necesitamos el agua.",25,25,1,1,True
18,117,117,117,,,Apuntaste tus informes en el ordenador de la biblioteca. Deberías volver al supervisor para finalizar tus progresos.,"Apuntaste tus informes en el ordenador de la biblioteca. Deberías
 volver al supervisor para finalizar tus progresos.",26,27,1,1,True
19,118,118,118,,,"Buenos días, ","Buenos días, ",30,30,1,1,True
20,119,119,119,,,.,.,31,31,1,1,True
21,120,120,120,,,Hola. ¿Cómo han ido las cosas últimamente?,Hola. ¿Cómo han ido las cosas últimamente?,32,32,1,1,True
22,121,121,121,,,"Dime, ¿qué estás haciendo aquí?","Dime, ¿qué estás haciendo aquí?",33,33,1,1,True
23,122,122,122,,,"Todo el mundo está muy nervioso, claro, pero no hemos tenido demasiados problemas. Espero que encuentres pronto un chip nuevo.","Todo el mundo está muy nervioso, claro, pero no hemos tenido demasiados
 problemas. Espero que encuentres pronto un chip nuevo.",34,35,1,1,True
24,123,123,123,,,"Reparto las raciones de agua, claro. Y me aseguro de que nadie intenta coger más agua de la que le corresponde, por lo que no creo que vayamos a tener problemas.","Reparto las raciones de agua, claro. Y me aseguro de que nadie intenta
 coger más agua de la que le corresponde, por lo que no creo que vayamos a tener problemas.",36,37,1,1,True
25,124,124,124,,,"Mmm. Bien, sigue así.","Mmm. Bien, sigue así.",38,38,1,1,True
26,125,125,125,,,Tú también. Espero que encuentres pronto ese chip para que todos podamos recuperar nuestra vida normal.,"Tú también. Espero que encuentres pronto ese chip para que todos podamos recuperar
 nuestra vida normal.",39,40,1,1,True
27,126,126,126,,,"Puedes coger provisiones si las necesitas pues tu trabajo es muy importante, pero por favor, no te lleves demasiadas. No nos quedan muchas.","Puedes coger provisiones si las necesitas pues tu trabajo es muy
 importante, pero por favor, no te lleves demasiadas. No nos quedan muchas.",41,42,1,1,True
28,127,127,127,,,¿Puedo llevarme algunas provisiones?,¿Puedo llevarme algunas provisiones?,43,43,1,1,True
29,1000,1000,1000,,,Ración,Ración,45,45,1,1,True
30,1001,1001,1001,,,Raciones,Raciones,46,46,1,1,True
31,1002,1002,1002,,,Provisiones,Provisiones,47,47,1,1,True
32,1003,1003,1003,,,Agua,Agua,48,48,1,1,True
33,1100,1100,1100,,,"Reparto raciones de agua por la mañana. No deberías necesitarlas, ahora que te vas al Exterior.","Reparto raciones de agua por la mañana. No deberías necesitarlas, ahora que
 te vas al Exterior.",50,51,1,1,True
34,1101,1101,1101,,,"Reparto raciones de agua por la mañana. No deberías necesitarlas, ahora que te vas al Exterior.","Reparto raciones de agua por la mañana. No deberías necesitarlas, ahora que
 te vas al Exterior.",52,53,1,1,True
35,1102,1102,1102,,,"Sólo nos quedan algunas provisiones. Puedes coger algunas si las necesitas para tu misión, pero por favor, no cojas demasiadas.","Sólo nos quedan algunas provisiones. Puedes coger algunas si las necesitas para
 tu misión, pero por favor, no cojas demasiadas.",54,55,1,1,True
36,1103,1103,1103,,,"Reparto raciones de agua por la mañana. No deberías necesitarlas, ahora que te vas al Exterior.","Reparto raciones de agua por la mañana. No deberías necesitarlas, ahora que
 te vas al Exterior.",56,57,1,1,True
