occurrence,number,number_raw,source_number,audio,source_audio,text,source_text,source_line_start,source_line_end,number_occurrence,number_occurrence_count,effective
58,128,128,128,,,他们死了，看。,他们死了，看。,59,59,2,2,True
59,129,129,129,,,Nothing yet.,Nothing yet.,60,60,1,2,False
60,129,129,129,,,仍然什么也没有。,仍然什么也没有。,61,61,2,2,True
61,130,130,130,,,Great. Go take it to Razor.,Great. Go take it to Razor.,62,62,1,2,False
62,130,130,130,,,很好。把它带给剃刀。,很好。把它带给剃刀。,63,63,2,2,True
63,131,131,131,,,Don't lie to me. Get out!,Don't lie to me. Get out!,64,64,1,2,False
64,131,131,131,,,不要对我撒谎。出去！,不要对我撒谎。出去！,65,65,2,2,True
65,132,132,132,,,Then get your butt out of here and can the bastard!,Then get your butt out of here and can the bastard!,66,66,1,2,False
66,132,132,132,,,那么就离开这儿并干掉那个混蛋！,那么就离开这儿并干掉那个混蛋！,67,67,2,2,True
67,133,133,133,,,"Yo, homie! Nice job you did on the Rippers!","Yo, homie! Nice job you did on the Rippers!",68,68,1,2,False
68,133,133,133,,,噢！关于那些电锯党你做的很不错！,噢！关于那些电锯党你做的很不错！,69,69,2,2,True
